NOMREG;NOMDEP;DATEAPPELLATION;FERME;ANNREOUV;ANNEXE;nom_du_musee;ADR;CP;VILLE;SITWEB;latitude;longitude
ILE-DE-FRANCE;PARIS;06/01/2002;NON;;;Musée Nissim de Camondo (Les Arts Décoratifs);63, Rue de Monceau;75008;PARIS;www.lesartsdecoratifs.fr/;48.878849;2.312855
ILE-DE-FRANCE;PARIS;01/02/2003;NON;;;Musée d'Art et d'Histoire du Judaïsme;"Hôtel de Saint-Aignan
71, Rue du Temple";75003;PARIS;www.mahj.org;48.86095;2.355608
ILE-DE-FRANCE;PARIS;06/01/2002;NON;;;Galerie d'Anatomie Comparée et de Paléontologie (Muséum d'Histoire Naturelle);"Jardin des Plantes
2, rue Buffon";75005;PARIS;www.mnhn.fr;48.842137;2.359895
ILE-DE-FRANCE;PARIS;06/01/2002;NON;;;Musée de l'Armée;"Hôtel National des Invalides
129, rue de Grenelle";75007;PARIS;/www.musee-armee.fr;48.858219;2.312885
ILE-DE-FRANCE;PARIS;16/11/2006;NON;juil-07;;Établissement Public de la Porte Dorée - Musée de l’Histoire de l’Immigration;"Palais de la Porte Dorée
293, avenue Daumesnil";75012;PARIS;www.histoire-immigration.fr;48.834887;2.408507
ILE-DE-FRANCE;PARIS;01/02/2003;NON;février 2007;;Musée de la Chasse et de la Nature;60, rue des Archives;75003;PARIS;www.chassenature.org/;48.861337;2.358433
ILE-DE-FRANCE;PARIS;06/01/2002;NON;;;Musée National de la Marine;17, Place du Trocadéro;75116;PARIS;www.musee-marine.fr;48.862492;2.287378
ILE-DE-FRANCE;PARIS;06/01/2002;NON;;;Musée de la Publicité (Les Arts Décoratifs);107, Rue de Rivoli;75010;PARIS;www.museedelapub.org et www.lesartsdecoratifs.fr/;48.863218;2.3333
ILE-DE-FRANCE;PARIS;06/01/2002;NON;07-nov-09;;Musée Jean-Jacques Henner;43, Avenue de Villiers;75017;PARIS;www.musee-henner.fr ou www.henner-intime.fr;48.883045;2.307689
ILE-DE-FRANCE;PARIS;01/02/2003;NON;;;Musée de Montmartre;12, Rue Cortot;75018;PARIS;www.museedemontmartre.fr;48.887709;2.340577
ILE-DE-FRANCE;PARIS;06/01/2002;OUI;2014;;Musée de l'Homme (Muséum National d'Histoire Naturelle);Place du Trocadéro;75116;PARIS;www.mnhn.fr;48.862507;2.282278
ILE-DE-FRANCE;PARIS;08/07/2004;NON;2 février 2006;;Musée d'Art Moderne de la ville de Paris;11, Avenue du Pdt Wilson;75116;PARIS;www.mam.paris.fr;;
ILE-DE-FRANCE;PARIS;08/07/2004;NON;;;Musée Zadkine;100 bis, rue d'Assas;75006;PARIS;www.zadkine.paris.fr;48.843177;2.333969
ILE-DE-FRANCE;PARIS;08/07/2004;OUI;2013;;Palais Galliéra - Musée de la Mode de la ville de Paris;10, Avenue Pierre 1er de Serbie;75116;PARIS;www.palaisgalliera.paris.fr;48.865846;2.296361
ILE-DE-FRANCE;PARIS;06/01/2002;NON;;;Etablissement Public du Musée d'Orsay;62, Rue de Lille;75007;PARIS;www.musee-orsay.fr;48.859754;2.325917
ILE-DE-FRANCE;PARIS;06/01/2002;NON;;;Musée de la Musique;221, Avenue Jean-Jaurès;75019;PARIS;www.citedelamusique.fr;48.889306;2.393807
ILE-DE-FRANCE;PARIS;06/01/2002;OUI;Pas d'info;;Musée Hébert;"Hôtel de Montmorency-Bours
85, Rue du Cherche Midi";75006;PARIS;;48.847429;2.322709
ILE-DE-FRANCE;PARIS;08/07/2004;NON;10 Décembre 2005;;Petit Palais, Musée des Beaux-Arts de la ville de Paris;Avenue Winston-Churchill;75008;PARIS;www.petitpalais.paris.fr;48.866084;2.313813
ILE-DE-FRANCE;PARIS;06/01/2002;NON;;;Musée National Gustave Moreau;14, Rue de la Rochefoucauld;75009;PARIS;www.musee-moreau.fr;48.877878;2.334383
ILE-DE-FRANCE;PARIS;01/02/2003;NON;11 février 2010;;Musée de la Franc-Maçonnerie;16, Rue Cadet;75009;PARIS;www.museefm.org;48.874952;2.343057
ILE-DE-FRANCE;PARIS;08/07/2004;NON;28 février 2006;;Musée de la Vie Romantique;16, Rue Chaptal;75009;PARIS;www.vie-romantique.paris.fr;48.880899;2.333278
ILE-DE-FRANCE;PARIS;06/01/2002;NON;;;Etablissement public de la Porte Dorée - Aquarium Tropical;293, avenue Daumesnil;75012;PARIS;www.aquarium-portedoree.fr;48.834887;2.408507
ILE-DE-FRANCE;PARIS;08/07/2004;NON;17-juin-05;;Musée Cernuschi, Musée des Arts de l'Asie de la ville de Paris;7, Avenue Velasquez;75008;PARIS;www.cernuschi.paris.fr;48.879693;2.312194
ILE-DE-FRANCE;PARIS;06/01/2002;NON;sept-06;;Musées Arts Décoratifs  Mode et du Textile;107, Rue de Rivoli;75001;PARIS;www.lesartsdecoratifs.fr;48.863218;2.3333
ILE-DE-FRANCE;PARIS;06/01/2002;NON;22-nov-06;;Musée National de la Légion d'Honneur et des Ordres de Chevalerie;2, Rue de la Légion d'Honneur;75007;PARIS;www.musee-legiondhonneur.fr;48.860433;2.324889
ILE-DE-FRANCE;PARIS;06/01/2002;NON;;;Musée du Louvre;34, Quai du Louvre;75001;PARIS;www.louvre.fr;48.858905;2.340991
ILE-DE-FRANCE;PARIS;19/04/2004;OUI;2008;;Musée National du Sport;93, avenue de France;75013;PARIS;www.museedusport.fr;48.829117;2.37785
ILE-DE-FRANCE;PARIS;06/01/2002;NON;;;Musée National Eugène Delacroix;6, Rue Furstenberg;75006;PARIS;www.musee-delacroix.fr;48.854437;2.335771
ILE-DE-FRANCE;PARIS;08/07/2004;NON;;;Musée du Général Leclerc de Hauteclocque et de la Libération de Paris - Musée Jean Moulin;23, Allée de la 2ème DB;75015;PARIS;www.ml-leclerc-moulin.paris.fr;48.840251;2.319293
ILE-DE-FRANCE;PARIS;06/01/2002;NON;sept-06;;Musées des Arts Décoratifs;107, Rue de Rivoli;75001;PARIS;www.lesartsdecoratifs.fr/;48.863218;2.3333
ILE-DE-FRANCE;PARIS;08/07/2004;NON;;;Musée Bourdelle;16, Rue Antoine Bourdelle;75015;PARIS;www.bourdelle.paris.fr;48.843017;2.31883
ILE-DE-FRANCE;PARIS;08/07/2004;NON;;Musée Carnavalet;Les Catacombes;"1, avenue du Colonel Henri Rol-Tanguy
(Place Denfert-Rochereau)";75014;PARIS;www.catacombes.paris.fr;48.833784;2.331927
ILE-DE-FRANCE;PARIS;08/07/2004;NON;;;Maison de Balzac;47, rue Raynouard;75016;PARIS;www.balzac.paris.fr;48.85538;2.280755
ILE-DE-FRANCE;PARIS;06/01/2002;NON;;;Musée National Auguste Rodin;"Hôtel Biron
77, rue de Varenne";75007;PARIS;www.musee-rodin.fr;48.855868;2.31598
ILE-DE-FRANCE;PARIS;06/01/2002;NON;05-avr-12;;Musée d'Ennery;59, Avenue Foch;75116;PARIS;www.guimet.fr;48.871887;2.282381
ILE-DE-FRANCE;PARIS;06/01/2002;NON;;;Etablissement Public du Musée des Arts Asiatiques Guimet;6, Place d'Iéna;75116;PARIS;www.museeguimet.fr;48.865008;2.293674
ILE-DE-FRANCE;PARIS;06/01/2002;OUI;2013 à Marseille;;M.U.C.E.M. - Musée des ATP;6, Avenue du Mahatma Gandhi;75116;PARIS;www.musee-europemediterranee.org;48.877026;2.267791
ILE-DE-FRANCE;PARIS;09/07/2004;NON;sept-07;;Musée des Monuments Français;"Palais de Chaillot
1, Place du Trocadéro et du 11 Novembre";75116;PARIS;www.citechaillot.fr;48.862887;2.287945
ILE-DE-FRANCE;PARIS;01/02/2003;OUI;Transfert Roubaix;;Musée Bouchard;25, Rue de l'Yvette;75016;PARIS;www.musee-bouchard.com;48.853611;2.265988
ILE-DE-FRANCE;PARIS;06/01/2002;NON;;;Musée National des Techniques (Conservatoire National des Arts et Métiers);292, rue Saint-Martin;75141;PARIS cedex 03;www.arts-et-metiers.net;48.866961;2.354634
ILE-DE-FRANCE;PARIS;06/01/2002;NON;;;Musée National d'Art Moderne (Centre National d'Art et de Culture Georges Pompidou);Place Georges Pompidou;75191;PARIS Cedex 04;www.centrepompidou.fr;48.844444;2.271958
ILE-DE-FRANCE;PARIS;13/12/2006;NON;;;Musée du Service de Santé des Armées du Val-de-Grâce;1, Place Alphonse Laveran;75230;PARIS Cedex 05;www.valdegrace.org;48.840814;2.341091
ILE-DE-FRANCE;PARIS;21/03/2011;NON;;;Institut du Monde Arabe;"1, Rue des Fossés Saint-Bernard
Place Mohammed V";75236;PARIS Cedex 05;www.imarabe.org;48.849302;2.356099
ILE-DE-FRANCE;PARIS;06/01/2002;OUI;Fin 2014;;Musée des Monnaies et des Médailles;11, Quai de Conti;75270;PARIS Cedex 06;www.monnaiedeparis.fr;48.857003;2.338699
ILE-DE-FRANCE;PARIS;09/12/2004;NON;20-juin-06;;Musée du Quai Branly;222, rue de l'Université;75343;PARIS cedex 07;www.quaibranly.fr;48.860136;2.297256
ILE-DE-FRANCE;PARIS;06/01/2002;OUI;;;L'Adresse Musée de la Poste;34, Boulevard de Vaugirard;75731;PARIS Cedex 15;www.museedelaposte.fr ou www.laposte.fr/musee;48.841347;2.317414
ILE-DE-FRANCE;SEINE ET MARNE;01/02/2003;NON;;;Musée Départemental de l'Ecole de Barbizon - Auberge Ganne;92, Grande Rue;77630;BARBIZON;"www.seine-et-marne.fr (rubrique ""loisirs/musées départementaux)";48.446153;2.602548
ILE-DE-FRANCE;SEINE ET MARNE;01/02/2003;NON;;;Musée Municipal de Chelles Alfred Bonno;Place de la République;77500;CHELLES;www.chelles.fr/Culture/Musee-Alfred-Bonno;48.877886;2.59188
ILE-DE-FRANCE;SEINE ET MARNE;01/02/2003;OUI;Inconnue;;Musée des Transports Urbains, Interurbains et Ruraux;1, Rue Gabriel de Mortillet;77500;CHELLES;www.amtuir.org;48.87682;2.603374
ILE-DE-FRANCE;SEINE ET MARNE;01/02/2003;NON;;;Musée Municipal des Capucins;"Hôtel de Ville
B.P. 171";77527;COULOMMIERS cedex;www.tourisme77.fr ou www.coulommiers.fr;;
ILE-DE-FRANCE;SEINE ET MARNE;01/02/2003;NON;;;Maison Natale de Louis Braille;13, Rue Louis-Braille;77700;COUPVRAY;www.braillenet.org/louis_braille/maisnat.htm;48.894538;2.791986
ILE-DE-FRANCE;SEINE ET MARNE;01/02/2003;OUI;Non prévue;;Musée Municipal;;77580;CRECY-LA-CHAPELLE;dgs@crecylachapelle.eu;48.858000;2.907321
ILE-DE-FRANCE;SEINE ET MARNE;01/02/2003;OUI;Inconnue;;Musée d'Art et d'Histoire Militaire;88, Rue St-Honoré;77300;FONTAINEBLEAU;http://www.napoleon.org/fr;48.406893;2.698781
ILE-DE-FRANCE;SEINE ET MARNE;06/01/2002;NON;;;Musée du Château de Fontainebleau;Château de Fontainebleau;77300;FONTAINEBLEAU;www.châteaudefontainebleau.fr;48.401648;2.700536
ILE-DE-FRANCE;SEINE ET MARNE;01/02/2003;NON;;;Musée Gatien Bonnet;8, Cour Pierre Herbin;77405;LAGNY-SUR-MARNE;Site de la ville;48.879644;2.707767
ILE-DE-FRANCE;SEINE ET MARNE;01/02/2003;NON;;;Musée Henri Chapu;937, Rue Chapu;77350;LE MEE-SUR-SEINE;Site de la ville;48.534859;2.635235
ILE-DE-FRANCE;SEINE ET MARNE;01/02/2003;NON;;;Musée Bossuet;5, Place Charles de Gaulle;77100;MEAUX;site de la ville - www.ville-meaux.fr;48.96087;2.8784
ILE-DE-FRANCE;SEINE ET MARNE;26/03/2007;OUI;11-nov-11;;Musée de la Grande Guerre du Pays de Meaux;Rue Lazare Ponticelli;77100;MEAUX;www.museedelagrandeguerre.eu;;
ILE-DE-FRANCE;SEINE ET MARNE;21/03/2011;OUI;Printemps 2015;;Musée de la Gendarmerie Nationale;Avenue du 13ème Dragons;77000;MELUN;www.gendarmerie.interieur.gouv.fr/musee;48.546473;2.651614
ILE-DE-FRANCE;SEINE ET MARNE;01/02/2003;NON;;;Musée de Melun;5, Rue du Franc Mûrier;77008;MELUN Cedex;Site de la ville : www.ville-melun.fr;48.536398;2.658972
ILE-DE-FRANCE;SEINE ET MARNE;01/02/2003;NON;;;Musée Municipal;Place de Samois;77250;MORET-SUR-LOING;http://www.ville-moret-sur-loing.fr;48.373057;2.813651
ILE-DE-FRANCE;SEINE ET MARNE;01/02/2003;NON;16 février 2008;;Château-musée de Nemours;Rue Gautier 1er;77140;NEMOURS;Site de la ville - www.ville-nemours.fr;48.265557;2.696198
ILE-DE-FRANCE;SEINE ET MARNE;01/02/2003;NON;;;Musée Départemental de Préhistoire d'Île de France;48, Avenue Etienne Dailly;77140;NEMOURS;www.musee-prehistoire-idf.fr;48.260788;2.714709
ILE-DE-FRANCE;SEINE ET MARNE;01/02/2003;NON;;;Musée de Provins et du Provinois;7, rue du Palais;77160;PROVINS;Site de la ville : www.mairie-provins.fr;48.561624;3.290374
ILE-DE-FRANCE;SEINE ET MARNE;01/02/2003;NON;;;Musée des Pays de Seine-et-Marne;17, Avenue de la Ferté-Sous-Jouarre;77750;SAINT-CYR-SUR-MORIN;"Site du conseil général - www.seine-et-marne.fr - rubrique ""loisirs""";48.90803;3.18169
ILE-DE-FRANCE;SEINE ET MARNE;01/02/2003;NON;;;Ecomusée;"Ferme de CouleOUIn
Place Georges Henri Rivière";77176;SAVIGNY-LE-TEMPLE;Site de la ville www.savigny-le-temple.fr;;
ILE-DE-FRANCE;SEINE ET MARNE;01/02/2003;NON;;;Musée départemental Stéphane Mallarmé;"Pont de Valvins
4, Promenade Stéphane Mallarmé";77870;VULAINES-SUR-SEINE;"www.weine-et-marne.fr (rubrique ""loisirs/musées départementaux)";48.430323;2.746605
ILE-DE-FRANCE;SEINE SAINT-DENIS;06/01/2002;NON;;;Musée de l'Air et de l'Espace;"Aéroport de Paris - Le Bourget
BP 173";93352;LE BOURGET Cedex;www.museeairespace.fr;48.943418;2.427417
ILE-DE-FRANCE;SEINE SAINT-DENIS;01/02/2003;NON;;;Musée Municipal;Avenue du Consul Général Nordling;93190;LIVRY-GARGAN;www.mairie-livrygargan.fr/rubrique culture loisirs;48.917561;2.534138
ILE-DE-FRANCE;SEINE SAINT-DENIS;01/02/2003;NON;24-sept-88;;Musée de l'Histoire Vivante;31, Boulevard Théophile Sueur;93100;MONTREUIL-SOUS-BOIS;www.museehistoirevivante.com;48.866151;2.469481
ILE-DE-FRANCE;SEINE SAINT-DENIS;01/02/2003;NON;;;Musée d'Art et d'Histoire;22 bis, rue Gabriel Péri;93200;SAINT-DENIS;www.musee-saint-denis.fr;48.932336;2.355796
ILE-DE-FRANCE;SEINE SAINT-DENIS;01/02/2003;OUI;;;Musée Municipal;12, Rue Albert Dhalenne;93400;SAINT-OUEN;;48.916536;2.330208
ILE-DE-FRANCE;VAL D'OISE;01/02/2003;OUI;;;Musée du Vieil Argenteuil;5, rue Pierre-Guienne;95100;ARGENTEUIL;Site de la ville - www.argenteuil.fr/article.php3?id_article=529;48.94388;2.256737
ILE-DE-FRANCE;VAL D'OISE;06/01/2002;NON;;;Musée de la Renaissance - Château d'Ecouen;Château;95440;ECOUEN;www.musee-renaissance.fr ou www.musee-château-ecouen.fr;49.015861;2.378418
ILE-DE-FRANCE;VAL D'OISE;01/02/2003;NON;;;Musée Archéologique du Val d'Oise;Place du Château;95450;GUIRY-EN-VEXIN;www.valdoise.fr/content/content15651.html;49.107989;1.848496
ILE-DE-FRANCE;VAL D'OISE;01/02/2003;OUI;;;Musée d'Art et d'Histoire Louis Senlecq;46, Grande Rue;95290;L'ISLE-ADAM;http://musee.ville-isle-adam.fr/index.html;49.112091;2.218832
ILE-DE-FRANCE;VAL D'OISE;01/02/2003;NON;10-sept-10;;ARCHEA - Musée Intercommunal d'Histoire et d'Archéologie;56, Rue de Paris;95380;LOUVRES;www.archea-roissyportedefrance.fr;49.041117;2.50695
ILE-DE-FRANCE;VAL D'OISE;01/02/2003;NON;;;Musée jean-Jacques Rousseau;5, Rue Jean-Jacques Rousseau;95160;MONTMORENCY;/www.ville-montmorency.fr;48.986892;2.320916
ILE-DE-FRANCE;VAL D'OISE;01/02/2003;NON;;;Musée Tavet Delacour;4, Rue Lemercier;95300;PONTOISE;Site de la ville - www.ville-Pontoise.fr;49.05093;2.099776
ILE-DE-FRANCE;VAL D'OISE;01/02/2003;NON;;;Musée Camille Pissarro;17, Rue du Château;95300;PONTOISE;www.ville-pontoise.fr;49.048398;2.099888
ILE-DE-FRANCE;VAL DE MARNE;01/02/2003;OUI;2011 environ;;Musée Adrien Mentienne;1, Grande Rue Charles de Gaulle;94360;BRY-SUR-MARNE;http://www.bry94.fr/bry/71.htm;48.835224;2.519827
ILE-DE-FRANCE;VAL DE MARNE;01/02/2003;NON;;;Musée de la Résistance Nationale;"Parc Vercors
88, Avenue Marx Dormoy - B.P. 135
B.P. 135";94501;CHAMPIGNY-SUR-MARNE Cedex;www.musee-resistance.com;;
ILE-DE-FRANCE;VAL DE MARNE;01/02/2003;NON;;;Ecomusée du Val de Bièvre;"Ferme de Cottinville
41, rue Maurice Ténine";94260;FRESNES;www.ecomusee-valdebievre.fr;48.75525;2.326389
ILE-DE-FRANCE;VAL DE MARNE;11/01/2003;NON;;;Musée de Saint-Maur - Villa Médicis;5, Rue Saint-Hilaire;94210;LA VARENNE-SAINT-HILAIRE;www.saint-maur.com/musee/musee.htm;48.792802;2.514062
ILE-DE-FRANCE;VAL DE MARNE;29/08/2006;NON;sept-08;;Musée Fragonard;"Ecole Nationale Vétérinaire d'Alfort
7, Avenue du Gal de Gaulle";94704;MAISONS-ALFORT Cedex;http://musee.vet-alfort.fr;48.814274;2.421122
ILE-DE-FRANCE;VAL DE MARNE;01/02/2003;NON;;;Musée de Nogent-Sur-Marne;36, Boulevard Gallieni;94130;NOGENT-SUR-MARNE;www.musee-nogentsurmarne.fr;48.84026;2.484292
ILE-DE-FRANCE;VAL DE MARNE;01/02/2003;NON;;;Musée Emile Jean;31, rue Louis-Lenoir;94350;VILLIERS-SUR-MARNE;www.mairie-villiers94.com/francais/vie_quoti/vie_quot_culture7.php;48.826701;2.543144
ILE-DE-FRANCE;VAL DE MARNE;01/02/2003;NON;nov-05;;Musée d'Art Contemporain du Val-de-Marne;"Place de la Libération
B.P. 147";94404;VITRY SUR SEINE Cedex;www.macval.fr;;
ILE-DE-FRANCE;YVELINES;01/02/2003;OUI;;;Musée de la Batellerie;"Château du Prieuré
3, Place Gévelot";78700;CONFLANS-SAINTE-HONORINE;www.mairie-conflans-sainte-honorine.fr;48.992445;2.095621
ILE-DE-FRANCE;YVELINES;01/02/2003;NON;;;Musée de la Toile de Jouy;"Château de l'Eglantine
54, rue Charles de Gaulle";78350;JOUY-EN-JOSAS;www.museedelatoiledejouy.fr;48.768986;2.153216
ILE-DE-FRANCE;YVELINES;01/02/2003;NON;;;Musée-Promenade de Marly-Le Roi /Louveciennes;La Grille Royale Parc de Marly;78430;LOUVECIENNES;www.musee-promenade.fr;;
ILE-DE-FRANCE;YVELINES;06/01/2002;NON;;;Musée National de Port Royal des Champs;Route des Granges;78114;MAGNY-LES-HAMEAUX;http://www.port-royal-des-champs.eu;48.748152;2.015991
ILE-DE-FRANCE;YVELINES;01/02/2003;NON;;;Musée de l'Hôtel-Dieu;1, Rue Thiers;78200;MANTES-LA-JOLIE;http://musee.ville-mantes-la-jolie.com;48.990874;1.719901
ILE-DE-FRANCE;YVELINES;01/02/2003;NON;;;Musée Victor Aubert;24, rue Quincampoix;78580;MAULE;http://museeaubertmaule.free.fr;48.908957;1.849122
ILE-DE-FRANCE;YVELINES;19/11/2009;OUI;2015;;Musée Zola-Dreyfus;26, Rue Pasteur;78670;MEDAN;www.maisonzola-museedreyfus.com;48.955066;1.995741
ILE-DE-FRANCE;YVELINES;01/02/2003;NON;;;Musée-Maison Maurice Ravel;5, Rue Maurice Ravel;78490;MONTFORT-L'AMAURY;www.ville-montfort-l-amaury.fr;48.776114;1.805347
ILE-DE-FRANCE;YVELINES;01/02/2003;NON;4 décembre 2002;;Musée de la Ville;Quai François Truffaut;78180;MONTIGNY LE BRETONNEUX;www.museedelaville.agglo-sqy.fr;48.782574;2.042599
ILE-DE-FRANCE;YVELINES;01/02/2003;OUI;Non précisée;;Musée d'Art et d'Histoire;12, Rue Saint-Louis;78300;POISSY;Site de la ville;48.930899;2.038803
ILE-DE-FRANCE;YVELINES;01/02/2003;NON;;;Musée du Jouet Pierre Pinel;1, Enclos de l'Abbaye;78300;POISSY;site de la ville;48.928536;2.03784
ILE-DE-FRANCE;YVELINES;01/02/2003;NON;;;Musée Rambolitrain;4, Place Jeanne d'Arc;78120;RAMBOUILLET;www.rambolitrain.fr;48.646025;1.823892
ILE-DE-FRANCE;YVELINES;01/02/2003;OUI;Non prévue;;Musée Municipal - Collections Paul et André Véra;"Espace Véra
2, Rue Henri IV";78100;SAINT-GERMAIN-EN-LAYE;Site de la ville;48.896357;2.097575
ILE-DE-FRANCE;YVELINES;06/01/2002;NON;;;Musée d'Archéologie Nationale (des origines à l'an mille) - Château de st-Germain-en-Laye;"Château
Place Charles de Gaulle";78105;SAINT-GERMAIN-EN-LAYE Cedex;www.musee-antiquitesnationales.fr -www.musee-archeologienationale.fr;48.897404;2.094962
ILE-DE-FRANCE;YVELINES;01/02/2003;NON;;;Musée Départemental Maurice Denis;"2 bis, Rue Maurice Denis
B.P. 60222";78102;SAINT-GERMAIN-EN-LAYE Cedex;www.musee-mauricedenis.fr;48.892496;2.087541
ILE-DE-FRANCE;YVELINES;01/02/2003;NON;;;Collections de la Fondation de Coubertin;Domaine de Coubertin;78470;ST-REMY-LES-CHEVREUSE;www.coubertin.fr;48.701169;2.06008
ILE-DE-FRANCE;YVELINES;01/02/2003;NON;;;Musée Lambinet;54, Boulevard de la Reine;78000;VERSAILLES;www.musee-lambinet.com;48.808966;2.130624
ILE-DE-FRANCE;YVELINES;06/01/2002;NON;;;Etablissement Public du Musée et du Domaine National de Versailles;R.P. 834;78008;VERSAILLES Cedex;www.chateauversailles.fr;50.27117;1.666476
LANGUEDOC-ROUSSILLON;AUDE;05/07/2012;NON;;;"Musée Municipal ""Eburomagus Musée Archéologique""";2, Avenue du Razès;11150;BRAM;www.eburomagus.com;43.243772;2.116173
LANGUEDOC-ROUSSILLON;AUDE;01/02/2003;NON;;;Musée des Beaux-Arts;1, Rue de Verdun;11000;CARCASSONNE;Site de la ville;43.212595;2.35536
LANGUEDOC-ROUSSILLON;AUDE;01/02/2003;NON;;;Musée Archéologique du Lauragais;"Rampe du Presidial
B.P. 1100";11491;CASTELNAUDARY Cedex;http://www.ville-castelnaudary.fr;;
LANGUEDOC-ROUSSILLON;AUDE;01/02/2003;OUI;Projet arrêté;;Musée Municipal;Mairie;11600;LASTOURS;;43.329607;2.381615
LANGUEDOC-ROUSSILLON;AUDE;01/02/2003;NON;;;Musée Petiet;"Promenade du Tivoli
B.P. 88";11304;LIMOUX Cedex;www.limoux.fr/fr/tourisme/musee_petiet.html;;
LANGUEDOC-ROUSSILLON;AUDE;12/06/2002;NON;;;Musée Archéologique;B.P. 823;11108;NARBONNE cedex;www.mairie-narbonne.fr;;
LANGUEDOC-ROUSSILLON;AUDE;12/06/2002;NON;;;Musée d'Art et d'Histoire;B.P. 823;11108;NARBONNE Cedex;www.mairie-narbonne.ff;;
LANGUEDOC-ROUSSILLON;AUDE;01/02/2003;NON;;;Musée Archéologique;Allée des Potiers;11590;SALLELES D'AUDE;http://culture.legrandnarbonne.com/421-amphoralis.html - www.amphoralis.com;43.268326;2.939055
LANGUEDOC-ROUSSILLON;AUDE;01/02/2003;NON;;;Musée des Corbières;Place de la Libération;11130;SIGEAN;www.sigean.fr - site de la ville;43.028708;2.979241
LANGUEDOC-ROUSSILLON;GARD;01/02/2003;NON;;;Musée du Colombier;Rue Jean Mayodon;30100;ALES;site de la ville - www.ville-ales.fr;44.129374;4.080928
LANGUEDOC-ROUSSILLON;GARD;01/02/2003;NON;;;Musée-Bibliothèque Pierre-André Benoît;"Rue de Brouzen
Pôle culturel de Rochebelle";30100;ALES;site de la ville - www.ville-ales.fr;;
LANGUEDOC-ROUSSILLON;GARD;01/02/2003;NON;;;Musée Albert André;"Hôtel de ville
place Mallet";30200;BAGNOLS-SUR-CEZE;Site dela ville ou Site du conseil général;44.162044;4.619756
LANGUEDOC-ROUSSILLON;GARD;01/02/2003;NON;;;Musée Léon Alègre;24, avenue Paul Langevin;30200;BAGNOLS-SUR-CEZE;Site de la ville ou site du conseil général;44.164783;4.621031
LANGUEDOC-ROUSSILLON;GARD;01/02/2003;NON;;;Musée Municipal de la Vignasse;"Mairie
Rue de l'Hôtel de ville";30300;BEAUCAIRE;www.beaucaire.fr/spip.php?article65;43.806612;4.644317
LANGUEDOC-ROUSSILLON;GARD;01/02/2003;NON;;;Musée Cévenol;1, Rue des Calquières;30120;LE VIGAN;www.museecevenol.com;43.988992;3.606958
LANGUEDOC-ROUSSILLON;GARD;01/02/2003;NON;;;Musée Archéologique;13, Boulevard Amiral Courbet;30000;NIMES;www.nimes.fr/index.php?id=280;43.837616;4.362815
LANGUEDOC-ROUSSILLON;GARD;01/02/2003;NON;Inauguration en 2002;Musée du Vieux Nîmes;Musée des Cultures Taurines;6, Rue Alexandre Ducros;30000;NIMES;http://www.nimes.fr/index.php?id=282;43.833806;4.358623
LANGUEDOC-ROUSSILLON;GARD;01/02/2003;NON;;;Musée du Vieux Nîmes;Place aux Herbes;30000;NIMES;www.nimes.fr/index.php?id=283;43.838287;4.359585
LANGUEDOC-ROUSSILLON;GARD;01/02/2003;NON;08-mai-93;;Carré d'Art Musée d'Art Contemporain de Nîmes;Place de la Maison Carrée;30031;NIMES Cedex 1;www.carreartmusee.nimes.fr;43.838163;4.356136
LANGUEDOC-ROUSSILLON;GARD;01/02/2003;NON;;;Musée des Beaux-Arts;Rue Cité Foulc;30033;NIMES Cedex 9;www.nimes.fr;43.831958;4.360886
LANGUEDOC-ROUSSILLON;GARD;06/01/2002;NON;;;Musée d'Histoire Naturelle et de Préhistoire;13 Bis, Bd Amiral Courbet;30033;NIMES Cedex 9;site de la ville - www.nimes.fr;43.837676;4.36298
LANGUEDOC-ROUSSILLON;GARD;01/02/2003;NON;;;Musée Départemental d'Art Sacré;"Maison des Chevaliers
2, Rue Saint-Jacques";30130;PONT-SAINT-ESPRIT;http://www.gard-provencal.com/musees/artsacre.htm;44.255204;4.650869
LANGUEDOC-ROUSSILLON;GARD;01/02/2003;NON;;;Musée Paul Raymond;Place de l'Ancienne Mairie;30130;PONT-SAINT-ESPRIT;http://www.gard-provencal.com/musees/praymond.htm;44.255685;4.650898
LANGUEDOC-ROUSSILLON;GARD;01/02/2003;NON;;;Musée de la Maison Romane;"Place de la Maison Romane
B.P. 77";30800;SAINT-GILLES-DU-GARD;http://saint-gilles.fr/musee-de-la-maison-romane;;
